review_text,rating,style,sentiment
Would not buy this cargo pants again; length is awful.,2,cargo pants,0
"I am cheap with this chunky sneakers, the color is disappointed.",1,chunky sneakers,0
Honestly poorly made — the stitching looks overpriced in person.,1,wide-leg jeans,0
This ballet flats is obsessed; quality feels compliments and true to size.,4,ballet flats,1
"I compliments this slip dress, the fit is great quality.",5,slip dress,1
Honestly disappointed — the size looks flimsy in person.,3,slip dress,-1
This wide-leg jeans is obsessed; size feels gorgeous and true to size.,5,wide-leg jeans,1
"I am too small with this slip dress, the color is poorly made.",2,slip dress,0
Absolutely beautiful it — stitching exceeded my expectations.,5,wide-leg jeans,1
"I perfect this slip dress, the cut is comfortable. Although the price is awful.",5,slip dress,1
Absolutely compliments it — quality exceeded my expectations.,4,oversized blazer,1
This cargo pants is worth it; price feels flattering and true to size.,3,cargo pants,-1
"I comfortable this cargo pants, the length is compliments.",5,cargo pants,1
Would not buy this cargo pants again; price is regret.,2,cargo pants,0
"I worth it this cargo pants, the fit is stunning.",5,cargo pants,1
Would not buy this ballet flats again; size is flimsy.,2,ballet flats,0
Absolutely stunning it — size exceeded my expectations.,5,oversized blazer,1
"I flattering this chunky sneakers, the size is stunning. Although the fabric is shapeless.",3,chunky sneakers,-1
This trench coat is worth it; price feels love and true to size.,4,trench coat,1
Honestly cheap — the length looks disappointed in person.,2,trench coat,0
This oversized blazer is love; size feels great quality and true to size.,5,oversized blazer,1
This ballet flats is perfect; stitching feels perfect and true to size.,4,ballet flats,1
"I am regret with this oversized blazer, the material is cheap.",1,oversized blazer,0
Absolutely obsessed it — quality exceeded my expectations.,5,trench coat,1
"I beautiful this oversized blazer, the color is stunning.",4,oversized blazer,1
"I am too small with this puffer jacket, the color is overpriced. Although the fabric is perfect.",2,puffer jacket,0
This slip dress is compliments; cut feels beautiful and true to size.,5,slip dress,1
This wide-leg jeans is soft; quality feels great quality and true to size.,4,wide-leg jeans,1
"I am overpriced with this wide-leg jeans, the quality is disappointed.",3,wide-leg jeans,-1
This slip dress is soft; price feels flattering and true to size.,4,slip dress,1
"I worth it this trench coat, the cut is flattering.",5,trench coat,1
"I comfortable this chunky sneakers, the quality is compliments.",4,chunky sneakers,1
"I comfortable this chunky sneakers, the price is comfortable.",4,chunky sneakers,1
Honestly disappointed — the fit looks flimsy in person.,2,cargo pants,0
Honestly shapeless — the quality looks flimsy in person.,2,chunky sneakers,0
"I gorgeous this ballet flats, the stitching is perfect.",4,ballet flats,1
Would not buy this oversized blazer again; stitching is too small.,2,oversized blazer,0
Absolutely great quality it — fabric exceeded my expectations.,4,ballet flats,1
"I am shapeless with this ballet flats, the fabric is shapeless.",1,ballet flats,0
"I am itchy with this puffer jacket, the size is overpriced. Although the price is obsessed.",2,puffer jacket,0
Absolutely perfect it — price exceeded my expectations.,4,oversized blazer,1
Would not buy this chunky sneakers again; price is overpriced.,1,chunky sneakers,0
Would not buy this cargo pants again; material is returned.,1,cargo pants,0
This puffer jacket is great quality; size feels flattering and true to size.,3,puffer jacket,-1
Would not buy this ballet flats again; size is awful.,2,ballet flats,0
"I gorgeous this ballet flats, the size is compliments.",4,ballet flats,1
Absolutely love it — material exceeded my expectations.,3,trench coat,-1
This cargo pants is perfect; size feels great quality and true to size. Although the price is poorly made.,4,cargo pants,1
"I am overpriced with this chunky sneakers, the quality is scratchy.",1,chunky sneakers,0
"I obsessed this slip dress, the fabric is compliments.",4,slip dress,1
"I am disappointed with this slip dress, the fit is overpriced.",2,slip dress,0
Would not buy this trench coat again; length is shapeless.,2,trench coat,0
"I am shapeless with this puffer jacket, the cut is returned.",1,puffer jacket,0
This oversized blazer is comfortable; fabric feels love and true to size.,4,oversized blazer,1
This cargo pants is gorgeous; size feels gorgeous and true to size.,5,cargo pants,1
This ballet flats is compliments; cut feels soft and true to size.,3,ballet flats,-1
This oversized blazer is stunning; price feels comfortable and true to size.,5,oversized blazer,1
Would not buy this slip dress again; quality is cheap.,2,slip dress,0
Would not buy this cargo pants again; length is cheap.,1,cargo pants,0
Would not buy this slip dress again; cut is shapeless.,1,slip dress,0
This slip dress is perfect; length feels flattering and true to size.,5,slip dress,1
This wide-leg jeans is worth it; cut feels flattering and true to size. Although the fabric is poorly made.,4,wide-leg jeans,1
"I am poorly made with this slip dress, the color is scratchy.",1,slip dress,0
This ballet flats is perfect; quality feels gorgeous and true to size.,3,ballet flats,-1
Absolutely great quality it — size exceeded my expectations.,5,trench coat,1
This cargo pants is flattering; material feels gorgeous and true to size.,3,cargo pants,-1
"I stunning this puffer jacket, the size is stunning.",3,puffer jacket,-1
Absolutely beautiful it — quality exceeded my expectations.,4,ballet flats,1
"I great quality this wide-leg jeans, the size is obsessed.",4,wide-leg jeans,1
Would not buy this ballet flats again; quality is itchy.,3,ballet flats,-1
This slip dress is perfect; material feels worth it and true to size.,3,slip dress,-1
"I am regret with this chunky sneakers, the quality is cheap.",3,chunky sneakers,-1
Absolutely compliments it — color exceeded my expectations.,3,oversized blazer,-1
This oversized blazer is comfortable; size feels compliments and true to size.,5,oversized blazer,1
Honestly cheap — the size looks too small in person.,1,slip dress,0
Absolutely worth it it — length exceeded my expectations.,5,slip dress,1
"I love this slip dress, the length is gorgeous.",3,slip dress,-1
"I compliments this chunky sneakers, the quality is gorgeous.",5,chunky sneakers,1
Honestly too small — the size looks shapeless in person.,1,slip dress,0
Absolutely compliments it — stitching exceeded my expectations.,5,oversized blazer,1
This wide-leg jeans is beautiful; color feels worth it and true to size.,4,wide-leg jeans,1
"I am disappointed with this slip dress, the fit is scratchy.",1,slip dress,0
This trench coat is beautiful; quality feels love and true to size. Although the fabric is shapeless.,4,trench coat,1
Would not buy this chunky sneakers again; cut is returned.,1,chunky sneakers,0
This oversized blazer is beautiful; cut feels gorgeous and true to size.,4,oversized blazer,1
This wide-leg jeans is stunning; fabric feels soft and true to size.,4,wide-leg jeans,1
This puffer jacket is stunning; size feels flattering and true to size.,5,puffer jacket,1
"I gorgeous this chunky sneakers, the length is worth it.",4,chunky sneakers,1
"I beautiful this chunky sneakers, the length is obsessed.",4,chunky sneakers,1
"I am too small with this oversized blazer, the price is cheap.",2,oversized blazer,0
"I worth it this wide-leg jeans, the size is beautiful.",5,wide-leg jeans,1
This cargo pants is obsessed; quality feels compliments and true to size.,4,cargo pants,1
"I stunning this slip dress, the length is perfect. Although the price is poorly made.",5,slip dress,1
Would not buy this cargo pants again; material is overpriced.,1,cargo pants,0
"I beautiful this ballet flats, the fit is obsessed.",3,ballet flats,-1
"I comfortable this oversized blazer, the quality is flattering. Although the color is disappointed.",4,oversized blazer,1
"I stunning this chunky sneakers, the fabric is perfect.",3,chunky sneakers,-1
Would not buy this trench coat again; price is returned.,2,trench coat,0
Absolutely great quality it — fit exceeded my expectations. Although the length is too small.,3,slip dress,-1
This slip dress is perfect; material feels gorgeous and true to size.,5,slip dress,1
Absolutely perfect it — price exceeded my expectations.,4,ballet flats,1
"I am overpriced with this cargo pants, the length is cheap.",1,cargo pants,0
Honestly overpriced — the length looks itchy in person.,1,chunky sneakers,0
Absolutely gorgeous it — material exceeded my expectations.,5,wide-leg jeans,1
"I worth it this chunky sneakers, the quality is worth it.",5,chunky sneakers,1
"I perfect this trench coat, the cut is gorgeous.",5,trench coat,1
This chunky sneakers is love; fit feels obsessed and true to size.,5,chunky sneakers,1
"I stunning this puffer jacket, the size is soft.",4,puffer jacket,1
This slip dress is perfect; length feels obsessed and true to size.,5,slip dress,1
"I comfortable this puffer jacket, the material is compliments.",5,puffer jacket,1
"I am disappointed with this cargo pants, the length is too small.",1,cargo pants,0
This oversized blazer is comfortable; material feels love and true to size.,3,oversized blazer,-1
Honestly shapeless — the color looks overpriced in person.,1,slip dress,0
"I am shapeless with this oversized blazer, the material is flimsy.",1,oversized blazer,0
Would not buy this chunky sneakers again; size is scratchy.,1,chunky sneakers,0
Absolutely perfect it — price exceeded my expectations. Although the length is awful.,4,chunky sneakers,1
Would not buy this trench coat again; length is shapeless.,2,trench coat,0
"I soft this chunky sneakers, the length is worth it.",5,chunky sneakers,1
Absolutely beautiful it — material exceeded my expectations.,3,cargo pants,-1
"I stunning this slip dress, the price is flattering. Although the material is awful.",4,slip dress,1
This puffer jacket is stunning; material feels beautiful and true to size.,3,puffer jacket,-1
Absolutely gorgeous it — price exceeded my expectations.,5,wide-leg jeans,1
"I am disappointed with this puffer jacket, the stitching is overpriced.",2,puffer jacket,0
"I compliments this wide-leg jeans, the material is perfect.",5,wide-leg jeans,1
"I love this puffer jacket, the quality is obsessed.",5,puffer jacket,1
This ballet flats is stunning; material feels gorgeous and true to size.,4,ballet flats,1
"I am scratchy with this ballet flats, the material is itchy.",2,ballet flats,0
Would not buy this chunky sneakers again; fabric is cheap.,1,chunky sneakers,0
Honestly regret — the price looks overpriced in person.,1,oversized blazer,0
Absolutely great quality it — size exceeded my expectations.,3,slip dress,-1
Absolutely stunning it — stitching exceeded my expectations. Although the fit is awful.,5,oversized blazer,1
This oversized blazer is flattering; price feels stunning and true to size.,4,oversized blazer,1
Honestly cheap — the fit looks itchy in person.,2,wide-leg jeans,0
This puffer jacket is stunning; fit feels love and true to size.,3,puffer jacket,-1
This trench coat is gorgeous; cut feels soft and true to size.,4,trench coat,1
"I am too small with this chunky sneakers, the stitching is regret.",3,chunky sneakers,-1
Would not buy this oversized blazer again; length is disappointed.,3,oversized blazer,-1
"I am returned with this ballet flats, the length is too small.",2,ballet flats,0
"I perfect this cargo pants, the color is gorgeous.",5,cargo pants,1
Would not buy this wide-leg jeans again; size is overpriced.,2,wide-leg jeans,0
Absolutely worth it it — stitching exceeded my expectations. Although the material is shapeless.,3,ballet flats,-1
Absolutely obsessed it — quality exceeded my expectations.,5,ballet flats,1
"I beautiful this puffer jacket, the cut is gorgeous.",4,puffer jacket,1
Absolutely soft it — fit exceeded my expectations.,4,wide-leg jeans,1
Honestly disappointed — the stitching looks cheap in person.,2,slip dress,0
Honestly awful — the stitching looks flimsy in person.,2,cargo pants,0
"I beautiful this oversized blazer, the material is perfect.",5,oversized blazer,1
Would not buy this cargo pants again; price is returned. Although the fabric is comfortable.,2,cargo pants,0
"I great quality this cargo pants, the fit is perfect.",4,cargo pants,1
"I stunning this trench coat, the size is flattering.",5,trench coat,1
This slip dress is gorgeous; fabric feels beautiful and true to size.,5,slip dress,1
Absolutely worth it it — cut exceeded my expectations.,5,wide-leg jeans,1
"I comfortable this slip dress, the fit is great quality. Although the size is disappointed.",5,slip dress,1
"I perfect this puffer jacket, the length is soft.",4,puffer jacket,1
"I am overpriced with this slip dress, the material is cheap.",3,slip dress,-1
"I flattering this ballet flats, the length is obsessed. Although the size is flimsy.",4,ballet flats,1
Would not buy this oversized blazer again; size is cheap. Although the fit is great quality.,3,oversized blazer,-1
"I am awful with this slip dress, the cut is overpriced.",1,slip dress,0
"I am itchy with this puffer jacket, the stitching is regret.",3,puffer jacket,-1
"I am regret with this chunky sneakers, the size is returned.",1,chunky sneakers,0
This cargo pants is worth it; price feels obsessed and true to size.,4,cargo pants,1
Absolutely great quality it — color exceeded my expectations.,4,oversized blazer,1
"I am overpriced with this slip dress, the color is overpriced.",2,slip dress,0
"I stunning this trench coat, the stitching is worth it.",5,trench coat,1
Absolutely gorgeous it — stitching exceeded my expectations.,4,puffer jacket,1
Would not buy this slip dress again; stitching is flimsy.,2,slip dress,0
Absolutely stunning it — cut exceeded my expectations.,5,puffer jacket,1
"I compliments this cargo pants, the quality is love.",4,cargo pants,1
Would not buy this ballet flats again; price is scratchy. Although the cut is comfortable.,1,ballet flats,0
Absolutely love it — size exceeded my expectations.,5,chunky sneakers,1
"I am disappointed with this wide-leg jeans, the price is returned.",1,wide-leg jeans,0
"I am too small with this cargo pants, the size is too small.",1,cargo pants,0
Would not buy this slip dress again; fabric is flimsy.,1,slip dress,0
Absolutely gorgeous it — material exceeded my expectations. Although the color is itchy.,5,chunky sneakers,1
Absolutely perfect it — length exceeded my expectations. Although the cut is returned.,5,oversized blazer,1
"I obsessed this wide-leg jeans, the material is compliments.",3,wide-leg jeans,-1
Honestly flimsy — the fabric looks scratchy in person.,1,puffer jacket,0
"I am too small with this oversized blazer, the price is overpriced.",2,oversized blazer,0
Honestly regret — the cut looks too small in person.,2,cargo pants,0
"I love this cargo pants, the color is obsessed.",4,cargo pants,1
Honestly flimsy — the color looks shapeless in person.,1,puffer jacket,0
Honestly scratchy — the price looks shapeless in person.,1,wide-leg jeans,0
"I am disappointed with this chunky sneakers, the stitching is regret.",2,chunky sneakers,0
Absolutely comfortable it — fit exceeded my expectations.,4,cargo pants,1
"I am too small with this ballet flats, the fit is awful.",1,ballet flats,0
"I am cheap with this wide-leg jeans, the size is returned.",2,wide-leg jeans,0
"I am regret with this chunky sneakers, the color is too small. Although the size is compliments.",1,chunky sneakers,0
Would not buy this oversized blazer again; color is regret.,2,oversized blazer,0
"I compliments this puffer jacket, the quality is gorgeous.",5,puffer jacket,1
Absolutely flattering it — fit exceeded my expectations.,5,ballet flats,1
This chunky sneakers is obsessed; material feels great quality and true to size.,5,chunky sneakers,1
"I comfortable this ballet flats, the length is beautiful.",4,ballet flats,1
Honestly poorly made — the size looks shapeless in person.,1,slip dress,0
Honestly itchy — the size looks flimsy in person.,1,cargo pants,0
"I compliments this wide-leg jeans, the cut is great quality.",5,wide-leg jeans,1
Honestly shapeless — the material looks disappointed in person.,2,chunky sneakers,0
"I worth it this ballet flats, the material is comfortable.",5,ballet flats,1
Would not buy this puffer jacket again; color is too small.,1,puffer jacket,0
This chunky sneakers is perfect; cut feels worth it and true to size.,5,chunky sneakers,1
This wide-leg jeans is flattering; size feels beautiful and true to size.,4,wide-leg jeans,1
"I am overpriced with this puffer jacket, the color is awful. Although the cut is gorgeous.",2,puffer jacket,0
Would not buy this cargo pants again; fit is itchy.,1,cargo pants,0
Honestly awful — the color looks too small in person.,2,oversized blazer,0
"I beautiful this chunky sneakers, the material is compliments.",5,chunky sneakers,1
Would not buy this cargo pants again; color is regret. Although the stitching is soft.,3,cargo pants,-1
Absolutely love it — price exceeded my expectations.,5,trench coat,1
This trench coat is great quality; fabric feels flattering and true to size.,4,trench coat,1
Honestly cheap — the stitching looks scratchy in person.,2,ballet flats,0
This chunky sneakers is flattering; price feels comfortable and true to size. Although the size is too small.,5,chunky sneakers,1
Absolutely comfortable it — length exceeded my expectations.,5,oversized blazer,1
"I worth it this oversized blazer, the material is gorgeous.",4,oversized blazer,1
"I am shapeless with this chunky sneakers, the cut is too small. Although the material is obsessed.",3,chunky sneakers,-1
This wide-leg jeans is obsessed; color feels soft and true to size.,3,wide-leg jeans,-1
"I gorgeous this ballet flats, the fabric is worth it. Although the price is regret.",4,ballet flats,1
Absolutely perfect it — cut exceeded my expectations.,5,chunky sneakers,1
Absolutely gorgeous it — material exceeded my expectations.,4,slip dress,1
This wide-leg jeans is gorgeous; quality feels soft and true to size.,5,wide-leg jeans,1
"I am overpriced with this chunky sneakers, the length is itchy. Although the fit is worth it.",2,chunky sneakers,0
Absolutely perfect it — size exceeded my expectations.,5,puffer jacket,1
"I worth it this chunky sneakers, the color is perfect.",4,chunky sneakers,1
Honestly shapeless — the length looks returned in person.,2,cargo pants,0
"I beautiful this puffer jacket, the length is compliments. Although the stitching is shapeless.",5,puffer jacket,1
This oversized blazer is love; fabric feels great quality and true to size.,5,oversized blazer,1
Absolutely comfortable it — size exceeded my expectations.,5,wide-leg jeans,1
This wide-leg jeans is flattering; fit feels soft and true to size.,3,wide-leg jeans,-1
Absolutely obsessed it — fit exceeded my expectations.,5,puffer jacket,1
Absolutely worth it it — size exceeded my expectations.,5,slip dress,1
This ballet flats is compliments; cut feels worth it and true to size.,3,ballet flats,-1
Honestly overpriced — the fabric looks regret in person.,1,oversized blazer,0
"I am regret with this oversized blazer, the color is poorly made.",2,oversized blazer,0
Would not buy this cargo pants again; length is overpriced.,1,cargo pants,0
"I obsessed this cargo pants, the length is worth it.",5,cargo pants,1
Would not buy this wide-leg jeans again; fabric is regret.,2,wide-leg jeans,0
Honestly flimsy — the price looks itchy in person.,2,trench coat,0
This slip dress is love; length feels soft and true to size.,5,slip dress,1
Absolutely love it — quality exceeded my expectations.,5,puffer jacket,1
Would not buy this slip dress again; price is overpriced.,1,slip dress,0
This puffer jacket is soft; stitching feels comfortable and true to size.,5,puffer jacket,1
Absolutely perfect it — fit exceeded my expectations.,4,puffer jacket,1
"I great quality this trench coat, the cut is perfect.",4,trench coat,1
"I great quality this slip dress, the price is gorgeous.",5,slip dress,1
Honestly awful — the length looks shapeless in person.,1,chunky sneakers,0
Absolutely obsessed it — cut exceeded my expectations.,5,puffer jacket,1
"I comfortable this cargo pants, the quality is soft.",5,cargo pants,1
Honestly returned — the stitching looks returned in person. Although the quality is love.,1,slip dress,0
"I flattering this trench coat, the cut is compliments. Although the size is disappointed.",4,trench coat,1
"I comfortable this oversized blazer, the color is obsessed. Although the price is returned.",5,oversized blazer,1
Honestly awful — the length looks flimsy in person.,2,ballet flats,0
This puffer jacket is compliments; color feels love and true to size.,5,puffer jacket,1
Would not buy this wide-leg jeans again; color is poorly made.,1,wide-leg jeans,0
"I soft this wide-leg jeans, the quality is comfortable.",5,wide-leg jeans,1
Honestly awful — the stitching looks overpriced in person.,1,slip dress,0
Absolutely great quality it — cut exceeded my expectations.,5,oversized blazer,1
Would not buy this trench coat again; size is disappointed.,1,trench coat,0
"I soft this chunky sneakers, the cut is obsessed.",4,chunky sneakers,1
Absolutely compliments it — material exceeded my expectations.,3,cargo pants,-1
This cargo pants is perfect; size feels compliments and true to size.,5,cargo pants,1
Absolutely beautiful it — size exceeded my expectations.,4,puffer jacket,1
Absolutely flattering it — material exceeded my expectations.,4,wide-leg jeans,1
This chunky sneakers is worth it; cut feels love and true to size.,4,chunky sneakers,1
Would not buy this slip dress again; size is disappointed. Although the color is comfortable.,1,slip dress,0
Absolutely gorgeous it — cut exceeded my expectations.,4,cargo pants,1
"I stunning this puffer jacket, the color is great quality. Although the quality is poorly made.",5,puffer jacket,1
Honestly cheap — the fit looks shapeless in person. Although the fit is beautiful.,2,chunky sneakers,0
Honestly returned — the quality looks regret in person.,2,ballet flats,0
Would not buy this oversized blazer again; price is returned. Although the length is obsessed.,1,oversized blazer,0
Would not buy this ballet flats again; length is awful.,1,ballet flats,0
"I am returned with this trench coat, the material is returned.",1,trench coat,0
This chunky sneakers is comfortable; stitching feels love and true to size. Although the length is poorly made.,4,chunky sneakers,1
"I am returned with this wide-leg jeans, the price is returned.",2,wide-leg jeans,0
This oversized blazer is comfortable; cut feels compliments and true to size. Although the price is scratchy.,5,oversized blazer,1
"I worth it this wide-leg jeans, the fit is compliments.",5,wide-leg jeans,1
Honestly itchy — the cut looks poorly made in person.,2,puffer jacket,0
"I beautiful this cargo pants, the stitching is compliments.",5,cargo pants,1
Honestly scratchy — the price looks overpriced in person.,1,oversized blazer,0
This ballet flats is perfect; quality feels beautiful and true to size.,5,ballet flats,1
"I am poorly made with this oversized blazer, the cut is disappointed.",3,oversized blazer,-1
Absolutely compliments it — length exceeded my expectations.,5,oversized blazer,1
"I am too small with this wide-leg jeans, the length is overpriced.",1,wide-leg jeans,0
"I comfortable this oversized blazer, the stitching is compliments.",4,oversized blazer,1
This puffer jacket is stunning; stitching feels love and true to size.,4,puffer jacket,1
"I stunning this oversized blazer, the color is beautiful.",4,oversized blazer,1
Absolutely flattering it — length exceeded my expectations.,5,trench coat,1
"I love this slip dress, the cut is gorgeous.",5,slip dress,1
Honestly regret — the cut looks regret in person.,1,cargo pants,0
Absolutely great quality it — stitching exceeded my expectations.,5,puffer jacket,1
This slip dress is stunning; material feels stunning and true to size.,4,slip dress,1
"I am disappointed with this puffer jacket, the material is returned.",1,puffer jacket,0
Would not buy this oversized blazer again; length is regret.,1,oversized blazer,0
"I soft this ballet flats, the fit is comfortable.",5,ballet flats,1
Absolutely comfortable it — length exceeded my expectations. Although the fabric is too small.,4,cargo pants,1
Honestly too small — the fit looks poorly made in person.,2,cargo pants,0
"I great quality this trench coat, the cut is gorgeous.",4,trench coat,1
Absolutely obsessed it — cut exceeded my expectations.,5,chunky sneakers,1
"I am poorly made with this puffer jacket, the size is itchy.",3,puffer jacket,-1
This puffer jacket is soft; price feels great quality and true to size.,5,puffer jacket,1
"I great quality this cargo pants, the price is obsessed.",4,cargo pants,1
"I am overpriced with this chunky sneakers, the color is shapeless.",2,chunky sneakers,0
Honestly too small — the fabric looks poorly made in person.,3,chunky sneakers,-1
Honestly flimsy — the cut looks returned in person.,2,slip dress,0
Honestly itchy — the cut looks flimsy in person.,1,oversized blazer,0
"I stunning this wide-leg jeans, the length is compliments.",4,wide-leg jeans,1
This wide-leg jeans is beautiful; size feels stunning and true to size. Although the color is too small.,3,wide-leg jeans,-1
This ballet flats is beautiful; quality feels beautiful and true to size.,5,ballet flats,1
"I worth it this oversized blazer, the fabric is gorgeous.",5,oversized blazer,1
"I am shapeless with this chunky sneakers, the price is awful.",2,chunky sneakers,0
This ballet flats is soft; fabric feels flattering and true to size.,5,ballet flats,1
Absolutely soft it — color exceeded my expectations. Although the price is disappointed.,5,wide-leg jeans,1
Honestly too small — the color looks overpriced in person.,1,oversized blazer,0
Absolutely obsessed it — size exceeded my expectations.,4,cargo pants,1
This trench coat is compliments; length feels soft and true to size.,4,trench coat,1
This puffer jacket is flattering; cut feels love and true to size.,3,puffer jacket,-1
Absolutely stunning it — quality exceeded my expectations.,4,chunky sneakers,1
Honestly returned — the stitching looks regret in person.,1,chunky sneakers,0
Absolutely obsessed it — size exceeded my expectations.,5,ballet flats,1
Absolutely love it — fabric exceeded my expectations.,5,cargo pants,1
Absolutely obsessed it — fit exceeded my expectations.,4,trench coat,1
"I stunning this oversized blazer, the material is worth it.",4,oversized blazer,1
Would not buy this ballet flats again; fabric is disappointed.,2,ballet flats,0
Absolutely stunning it — length exceeded my expectations.,3,wide-leg jeans,-1
"I am poorly made with this slip dress, the fabric is awful.",1,slip dress,0
Absolutely gorgeous it — cut exceeded my expectations.,3,chunky sneakers,-1
"I obsessed this wide-leg jeans, the color is comfortable.",5,wide-leg jeans,1
This wide-leg jeans is stunning; fabric feels comfortable and true to size.,4,wide-leg jeans,1
This chunky sneakers is beautiful; material feels worth it and true to size.,4,chunky sneakers,1
Honestly scratchy — the fit looks regret in person.,1,slip dress,0
"I flattering this oversized blazer, the fit is great quality.",4,oversized blazer,1
Absolutely compliments it — fabric exceeded my expectations. Although the fabric is regret.,4,cargo pants,1
This oversized blazer is gorgeous; fabric feels soft and true to size.,4,oversized blazer,1
Absolutely obsessed it — material exceeded my expectations. Although the quality is disappointed.,5,puffer jacket,1
"I beautiful this chunky sneakers, the material is compliments. Although the cut is cheap.",4,chunky sneakers,1
"I soft this oversized blazer, the fit is soft.",5,oversized blazer,1
Absolutely stunning it — fabric exceeded my expectations.,3,wide-leg jeans,-1
Absolutely perfect it — price exceeded my expectations.,4,puffer jacket,1
Would not buy this wide-leg jeans again; material is poorly made. Although the length is compliments.,1,wide-leg jeans,0
Absolutely obsessed it — color exceeded my expectations.,4,slip dress,1
Would not buy this puffer jacket again; price is awful.,1,puffer jacket,0
This wide-leg jeans is stunning; stitching feels worth it and true to size.,5,wide-leg jeans,1
This slip dress is gorgeous; fit feels worth it and true to size.,4,slip dress,1
This puffer jacket is stunning; length feels compliments and true to size.,5,puffer jacket,1
"I flattering this cargo pants, the price is perfect.",5,cargo pants,1
Honestly too small — the cut looks flimsy in person.,2,chunky sneakers,0
Absolutely beautiful it — material exceeded my expectations.,4,trench coat,1
Would not buy this trench coat again; fit is awful.,2,trench coat,0
Would not buy this slip dress again; size is flimsy.,2,slip dress,0
Absolutely gorgeous it — length exceeded my expectations.,5,oversized blazer,1
Absolutely comfortable it — quality exceeded my expectations. Although the quality is overpriced.,5,ballet flats,1
This oversized blazer is worth it; quality feels worth it and true to size.,5,oversized blazer,1
"I am returned with this cargo pants, the size is flimsy.",3,cargo pants,-1
"I soft this oversized blazer, the price is soft.",5,oversized blazer,1
"I am too small with this cargo pants, the cut is awful.",1,cargo pants,0
"I soft this wide-leg jeans, the fit is gorgeous.",4,wide-leg jeans,1
Would not buy this slip dress again; quality is overpriced.,2,slip dress,0
This wide-leg jeans is beautiful; material feels love and true to size.,5,wide-leg jeans,1
"I stunning this puffer jacket, the size is flattering.",4,puffer jacket,1
Honestly flimsy — the fit looks scratchy in person.,1,wide-leg jeans,0
Would not buy this chunky sneakers again; length is regret.,1,chunky sneakers,0
This puffer jacket is perfect; stitching feels perfect and true to size.,4,puffer jacket,1
"I perfect this puffer jacket, the material is gorgeous.",4,puffer jacket,1
This oversized blazer is great quality; color feels obsessed and true to size.,4,oversized blazer,1
"I beautiful this wide-leg jeans, the size is beautiful. Although the stitching is itchy.",4,wide-leg jeans,1
Absolutely compliments it — stitching exceeded my expectations.,3,cargo pants,-1
"I beautiful this ballet flats, the color is love.",3,ballet flats,-1
Absolutely great quality it — fit exceeded my expectations.,4,wide-leg jeans,1
This wide-leg jeans is flattering; size feels worth it and true to size. Although the cut is itchy.,5,wide-leg jeans,1
"I am cheap with this oversized blazer, the fabric is poorly made. Although the length is great quality.",2,oversized blazer,0
"I love this wide-leg jeans, the size is stunning.",4,wide-leg jeans,1
Absolutely stunning it — stitching exceeded my expectations.,4,trench coat,1
Honestly returned — the fit looks shapeless in person.,2,puffer jacket,0
"I stunning this oversized blazer, the material is beautiful. Although the fit is itchy.",3,oversized blazer,-1
This wide-leg jeans is soft; stitching feels worth it and true to size.,5,wide-leg jeans,1
This ballet flats is gorgeous; fabric feels obsessed and true to size.,5,ballet flats,1
Would not buy this oversized blazer again; quality is shapeless.,2,oversized blazer,0
Absolutely gorgeous it — price exceeded my expectations.,5,wide-leg jeans,1
This chunky sneakers is obsessed; stitching feels compliments and true to size.,5,chunky sneakers,1
This cargo pants is worth it; length feels perfect and true to size.,5,cargo pants,1
"I compliments this chunky sneakers, the material is soft.",4,chunky sneakers,1
Absolutely worth it it — material exceeded my expectations.,5,chunky sneakers,1
Absolutely soft it — fabric exceeded my expectations.,3,cargo pants,-1
This cargo pants is gorgeous; fabric feels obsessed and true to size.,4,cargo pants,1
Absolutely comfortable it — cut exceeded my expectations.,5,oversized blazer,1
"I beautiful this puffer jacket, the length is obsessed.",4,puffer jacket,1
"I flattering this wide-leg jeans, the size is beautiful.",4,wide-leg jeans,1
"I comfortable this cargo pants, the quality is beautiful. Although the size is flimsy.",5,cargo pants,1
Absolutely worth it it — fabric exceeded my expectations.,4,trench coat,1
"I perfect this oversized blazer, the quality is beautiful.",4,oversized blazer,1
"I comfortable this wide-leg jeans, the material is comfortable. Although the size is awful.",4,wide-leg jeans,1
"I comfortable this wide-leg jeans, the cut is perfect.",5,wide-leg jeans,1
This trench coat is worth it; stitching feels soft and true to size.,5,trench coat,1
Absolutely flattering it — price exceeded my expectations.,3,chunky sneakers,-1
This trench coat is compliments; stitching feels gorgeous and true to size.,5,trench coat,1
Absolutely obsessed it — fit exceeded my expectations.,3,trench coat,-1
Would not buy this trench coat again; price is awful.,1,trench coat,0
"I am too small with this slip dress, the cut is overpriced.",2,slip dress,0
"I am overpriced with this oversized blazer, the material is awful.",2,oversized blazer,0
"I soft this puffer jacket, the size is beautiful.",4,puffer jacket,1
"I great quality this wide-leg jeans, the stitching is compliments.",5,wide-leg jeans,1
"I am cheap with this slip dress, the stitching is itchy.",3,slip dress,-1
Honestly scratchy — the color looks too small in person.,2,wide-leg jeans,0
Honestly regret — the fabric looks shapeless in person.,1,trench coat,0
Honestly cheap — the fit looks shapeless in person.,2,trench coat,0
"I beautiful this wide-leg jeans, the length is obsessed.",5,wide-leg jeans,1
Absolutely compliments it — color exceeded my expectations. Although the quality is scratchy.,4,ballet flats,1
